Mod:Item:MetaData, Localized Name
ThaumicExploration:jarSeal:14, Orange Jar Binding Seal
ThaumicExploration:jarSeal:15, Pale Jar Binding Seal
ThaumicExploration:charmNoTaint, Wispy Dreamcatcher
ThaumicExploration:charmTaint, Tainted Band
ThaumicExploration:bootsMeteor, Boots of the Meteor
ThaumicExploration:bootsComet, Boots of the Comet
ThaumicExploration:taintBerry, Taintberry
ThaumicExploration:tentacleRing, Taintacle Ring
ThaumicExploration:stabilizerBelt, Thaumostatic Stabilizer
ThaumicExploration:discountRing, item.thaumicexploration:discountRing.name
ThaumicHorizons:spawnerEgg:0, Spawn Chromatic Sheep
ThaumicHorizons:spawnerEgg:1, Spawn Self-Shearing Sheep
ThaumicHorizons:spawnerEgg:2, Spawn Guardian Panther
ThaumicHorizons:spawnerEgg:3, Spawn Gravekeeper
ThaumicHorizons:spawnerEgg:4, Spawn Familiar
ThaumicHorizons:spawnerEgg:5, Spawn Chocolate Cow
ThaumicHorizons:spawnerEgg:6, Spawn Scholar's Chicken
ThaumicHorizons:spawnerEgg:7, Spawn Golden Chicken
ThaumicHorizons:spawnerEgg:8, Spawn Ore Boar
ThaumicHorizons:spawnerEgg:9, Spawn Taintfeeder
ThaumicHorizons:spawnerEgg:10, Spawn Endersteed
ThaumicHorizons:spawnerEgg:11, Spawn Seawolf
ThaumicHorizons:spawnerEgg:12, Spawn Nether Hound
ThaumicHorizons:spawnerEgg:13, Spawn Lunar Wolf
ThaumicHorizons:spawnerEgg:14, Spawn Zombie Horse
ThaumicHorizons:spawnerEgg:15, Spawn Skeletal Horse
ThaumicHorizons:spawnerEgg:16, Spawn Nightmare
ThaumicHorizons:spawnerEgg:17, Spawn Meat Slime
ThaumicHorizons:spawnerEgg:18, Spawn Mercurial Slime
ThaumicHorizons:spawnerEgg:19, Spawn Volt Slime
ThaumicHorizons:spawnerEgg:20, Spawn Medslime
ThaumicHorizons:spawnerEgg:21, Spawn Sheeder
ThaumicHorizons:spawnerEgg:22, Spawn Lost Soul
ThaumicHorizons:eggIncubated, item.null.name
ThaumicHorizons:lensFire, item.null.name
ThaumicHorizons:lensWater, item.null.name
ThaumicHorizons:lensAir, item.null.name
ThaumicHorizons:lensEarth, item.null.name
ThaumicHorizons:lensOrderEntropy, item.null.name
ThaumicHorizons:lensCase, item.null.name
ThaumicHorizons:focusContainment, item.null.name
ThaumicHorizons:focusLiquefaction, item.null.name
ThaumicHorizons:focusDisintegration, item.null.name
ThaumicHorizons:focusIllumination:0, Wand Focus: Illumination (Black)
ThaumicHorizons:focusIllumination:1, Wand Focus: Illumination (Red)
ThaumicHorizons:focusIllumination:2, Wand Focus: Illumination (Green)
ThaumicHorizons:focusIllumination:3, Wand Focus: Illumination (Brown)
ThaumicHorizons:focusIllumination:4, Wand Focus: Illumination (Blue)
ThaumicHorizons:focusIllumination:5, Wand Focus: Illumination (Purple)
ThaumicHorizons:focusIllumination:6, Wand Focus: Illumination (Cyan)
ThaumicHorizons:focusIllumination:7, Wand Focus: Illumination (Silver)
ThaumicHorizons:focusIllumination:8, Wand Focus: Illumination (Gray)
ThaumicHorizons:focusIllumination:9, Wand Focus: Illumination (Pink)
ThaumicHorizons:focusIllumination:10, Wand Focus: Illumination (Lime)
ThaumicHorizons:focusIllumination:11, Wand Focus: Illumination (Yellow)
ThaumicHorizons:focusIllumination:12, Wand Focus: Illumination (Light Blue)
ThaumicHorizons:focusIllumination:13, Wand Focus: Illumination (Magenta)
ThaumicHorizons:focusIllumination:14, Wand Focus: Illumination (Orange)
ThaumicHorizons:focusIllumination:15, Wand Focus: Illumination (White)
ThaumicHorizons:focusAnimation, item.null.name
ThaumicHorizons:amuletMirror:0, Mirrored Amulet
ThaumicHorizons:syringeEmpty, item.null.name
ThaumicHorizons:syringeBlood:0, Blood Syringe
ThaumicHorizons:syringeBlood:1, Blast Phial
ThaumicHorizons:syringeBloodSample, item.null.name
ThaumicHorizons:injector, item.null.name
ThaumicHorizons:corpseEffigy, item.null.name
ThaumicHorizons:nutrients, item.null.name
ThaumicHorizons:dummy, item.null.name
ThaumicHorizons:barChocolate, item.null.name
ThaumicHorizons:bucketChocolate, item.null.name
ThaumicHorizons:iceCream, item.null.name
ThaumicHorizons:inkEgg, item.null.name
ThaumicHorizons:goldEgg, item.null.name
ThaumicHorizons:infusionCheat, item.null.name
ThaumicHorizons:infusionSelfCheat, item.null.name
ThaumicHorizons:suicidePill, item.null.name
ThaumicHorizons:golemPowder, item.null.name
ThaumicHorizons:golemPlacer:0, Animated Golem
ThaumicHorizons:golemPlacer:1, Animated Golem
ThaumicHorizons:golemPlacer:2, Animated Golem
ThaumicHorizons:golemPlacer:3, Animated Golem
ThaumicHorizons:golemPlacer:4, Animated Golem
ThaumicHorizons:golemPlacer:5, Animated Golem
ThaumicHorizons:golemPlacer:6, Animated Golem
ThaumicHorizons:golemPlacer:7, Animated Golem
ThaumicHorizons:boatGreatwood, item.null.name
ThaumicHorizons:boatThaumium, item.null.name
ThaumicHorizons:dummyVat, item.null.name
ThaumicHorizons:keystoneTH, item.null.name
ThaumicHorizons:planarConduit, item.null.name
ThaumicHorizons:wandCastingDisposable:0, Disposable Crystalline Wand
ThaumicHorizons:crystalWand, item.null.name
ThaumicHorizons:voidPutty, item.null.name
ThaumicHorizons:meatTH, item.null.name
ThaumicHorizons:meatCookedTH, item.null.name
ThaumicHorizons:meatNuggetTH, item.null.name
ThaumicHorizons:nodeCheat, Node Opener
Torched:TorchGun, Torch Gun
Torched:TorchFirework:0, Rocket Propelled Torch
Torched:TorchFirework:1, Torch Rocket
Torched:TorchLaungher, RPT Launcher
totemic:totemWhittlingKnife, Totem Whittling Knife
totemic:totemicStaff, Totemic Staff
totemic:subItems:0, Iron Nugget
totemic:subItems:1, Iron Bells
totemic:jingleDress, Jingle Dress
totemic:barkStripper, Bark Stripper
totemic:buffaloItems:0, Buffalo Hide
totemic:buffaloItems:1, Buffalo Teeth
totemic:buffaloMeat, Raw Buffalo Meat
totemic:buffaloCookedMeat, Cooked Buffalo Meat
totemic:ceremonialRattle, Rattle
totemic:totempedia, Totempedia
totemic:flute, Flute
totemic:tipiItem, Tipi
waystones:warpScroll, Return Scroll
waystones:warpStone, Warp Stone
ae2wct:infinityBoosterCard, Infinity Booster Card
ae2wct:infinityBoosterIcon, item.null.name
ae2wct:wirelessCraftingTerminal, Wireless Crafting Terminal
ae2wct:magnetCard, Magnet Card
ae2wct:boosterBG, item.boosterBG.name
witchery:ingredient:0, Candelabra
witchery:ingredient:1, Chalice
witchery:ingredient:2, Chalice (Filled)
witchery:ingredient:3, Dream Weaver of Fleet Foot
witchery:ingredient:4, Dream Weaver of Iron Arm
witchery:ingredient:5, Dream Weaver of Fasting
witchery:ingredient:6, Dream Weaver of Nightmares
witchery:ingredient:7, Bone Needle
witchery:ingredient:8, Broom
witchery:ingredient:9, Enchanted Broom
witchery:ingredient:10, Attuned Stone
witchery:ingredient:11, Attuned Stone (Charged)
witchery:ingredient:12, Waystone
witchery:ingredient:14, Mutandis
witchery:ingredient:15, Mutandis Extremis
witchery:ingredient:16, Quicklime
witchery:ingredient:17, Gypsum
witchery:ingredient:18, Wood Ash
witchery:ingredient:21, Belladonna Flower
witchery:ingredient:22, Mandrake Root
witchery:ingredient:23, Demon Heart
witchery:ingredient:24, Wool of Bat
witchery:ingredient:25, Tongue of Dog
witchery:ingredient:26, Soft Clay Jar
witchery:ingredient:27, Clay Jar
witchery:ingredient:28, Foul Fume
witchery:ingredient:29, Diamond Vapor
witchery:ingredient:30, Oil of Vitriol
witchery:ingredient:31, Exhale of the Horned One
witchery:ingredient:32, Breath of the Goddess
witchery:ingredient:33, Hint of Rebirth
witchery:ingredient:34, Whiff of Magic
witchery:ingredient:35, Reek of Misfortune
witchery:ingredient:36, Odour of Purity
witchery:ingredient:37, Tear of the Goddess
witchery:ingredient:38, Refined Evil
witchery:ingredient:39, Drop of Luck
witchery:ingredient:40, Redstone Soup
witchery:ingredient:41, Flying Ointment
witchery:ingredient:42, Ghost of the Light
witchery:ingredient:43, Soul of the World
witchery:ingredient:44, Spirit of Otherwhere
witchery:ingredient:45, Infernal Animus
witchery:ingredient:46, Witchcraft: Collecting Fumes
witchery:ingredient:47, Witchcraft: Distilling
witchery:ingredient:48, Witchcraft: Circle Magic
witchery:ingredient:49, Witchcraft: Brews & Infusions
witchery:ingredient:50, Raw Porkchop?
witchery:ingredient:51, Cooked Porkchop?
witchery:ingredient:52, Rowan Wood Door
witchery:ingredient:53, Alder Wood Door
witchery:ingredient:54, Rowan Door Key
witchery:ingredient:55, Rock
witchery:ingredient:56, Dense Web
witchery:ingredient:57, Brew of Vines
witchery:ingredient:58, Brew of Webs
witchery:ingredient:59, Brew of Thorns
witchery:ingredient:60, Brew of Ink
witchery:ingredient:61, Brew of Sprouting
witchery:ingredient:62, Brew of Erosion
witchery:ingredient:63, Rowan Berries
witchery:ingredient:64, Necromantic Stone
witchery:ingredient:65, Brew of Raising
witchery:ingredient:66, Spectral Dust
witchery:ingredient:67, Ender Dew
witchery:ingredient:69, Water Artichoke Globe
witchery:ingredient:70, Treefyd Seed
witchery:ingredient:71, Brew of the Grotesque
witchery:ingredient:72, Impregnated Leather
witchery:ingredient:73, Fume Filter
witchery:ingredient:74, Creeper Heart
witchery:ingredient:75, Brew of Love
witchery:ingredient:76, Brew of Frost
witchery:ingredient:77, Brew of the Depths
witchery:ingredient:78, Icy Needle
witchery:ingredient:79, Frozen Heart
witchery:ingredient:80, Demonic Blood
witchery:ingredient:81, Witchcraft: Herbology
witchery:ingredient:82, Ent Twig
witchery:ingredient:83, Mystic Unguent
witchery:ingredient:84, Rowan Keyring
witchery:ingredient:85, Brew of Frogs Tongue
witchery:ingredient:86, Brew of Cursed Leaping
witchery:ingredient:87, Brew of Bodega
witchery:ingredient:88, Brew of Infection
witchery:ingredient:89, Owlet's Wing
witchery:ingredient:90, Toe of Frog
witchery:ingredient:91, Wormy Apple
witchery:ingredient:92, Quartz Sphere
witchery:ingredient:93, Happenstance Oil
witchery:ingredient:94, Seer Stone
witchery:ingredient:95, Brew of Sleeping
witchery:ingredient:96, Brew of Flowing Spirit
witchery:ingredient:97, Brew of Wasting
witchery:ingredient:98, Apple
witchery:ingredient:99, Disturbed Cotton
witchery:ingredient:100, Fanciful Thread
witchery:ingredient:101, Tormented Twine
witchery:ingredient:102, Golden Thread
witchery:ingredient:103, Mellifluous Hunger
witchery:ingredient:104, Dream Weaver of Intensity
witchery:ingredient:105, Purified Milk
witchery:ingredient:106, Book of Biomes
witchery:ingredient:107, Witchcraft: Symbology
witchery:ingredient:108, Concentrated Bat Ball
witchery:ingredient:109, Brew of Bats
witchery:ingredient:110, Charm of Fanciful Thinking
witchery:ingredient:111, Wormwood
witchery:ingredient:112, Subdued Spirit
witchery:ingredient:113, Focused Will
witchery:ingredient:114, Condensed Fear
witchery:ingredient:115, Brew of Hollow Tears
witchery:ingredient:116, Solidifying Brew (Stone)
witchery:ingredient:117, Solidifying Brew (Dirt)
witchery:ingredient:118, Solidifying Brew (Sand)
witchery:ingredient:119, Solidifying Brew (Sandstone)
witchery:ingredient:120, Solidifying Brew (Erosion)
witchery:ingredient:121, Infused Brew Base
witchery:ingredient:122, Infused Brew of Soaring
witchery:ingredient:123, Infused Brew of the Grave
witchery:ingredient:124, Brew of Revealing
witchery:ingredient:125, Brew of Substitution
witchery:ingredient:126, Congealed Spirit
witchery:ingredient:127, Witchcraft: Conjuration & Fetishes
witchery:ingredient:128, Graveyard Dust
witchery:ingredient:129, Binky's Skull
witchery:ingredient:130, Null Catalyst
witchery:ingredient:131, Nullified Leather
witchery:ingredient:132, Wooden Bolt
witchery:ingredient:133, Nullifying Bolt
witchery:ingredient:134, Bone Bolt
witchery:ingredient:135, Splitting Bolt
witchery:ingredient:136, Soul of Hunger Demon
witchery:ingredient:137, Soul of Anguish Demon
witchery:ingredient:138, Soul of Fear Demon
witchery:ingredient:139, Soul of Torment Demon
witchery:ingredient:140, Demonic Contract
witchery:ingredient:141, Torment
witchery:ingredient:142, Living Flame
witchery:ingredient:143, Fiery Tolerance
witchery:ingredient:144, Evaporation
witchery:ingredient:145, Fiery Touch
witchery:ingredient:146, Melting Touch
witchery:ingredient:148, Koboldite Dust
witchery:ingredient:149, Koboldite Nugget
witchery:ingredient:150, Koboldite Ingot
witchery:ingredient:151, Pentacle
witchery:ingredient:152, Ice Door
witchery:ingredient:153, Anointing Paste
witchery:ingredient:154, Subdued Village Spirit
witchery:ingredient:155, Silver Bolt
witchery:ingredient:156, Wolfsbane
witchery:ingredient:157, Silver Deposits
witchery:ingredient:158, Raw Lambchop
witchery:ingredient:159, Cooked Lambchop
witchery:ingredient:160, Torn Page
witchery:ingredient:161, Woven Cruor
witchery:ingredient:162, Wooden Stake
witchery:ingredient:163, Warm Blood
witchery:ingredient:164, Lilith's Blood
witchery:ingredient:165, Heart of Gold
witchery:taglockkit, Taglock Kit
witchery:poppet:0, Poppet
witchery:poppet:1, Earth Protection Poppet
witchery:poppet:2, Water Protection Poppet
witchery:poppet:3, Fire Protection Poppet
witchery:poppet:4, Hunger Protection Poppet
witchery:poppet:5, Tool Protection Poppet
witchery:poppet:6, Death Protection Poppet
witchery:poppet:7, Voodoo Protection Poppet
witchery:poppet:8, Voodoo Poppet
witchery:poppet:9, Vampiric Poppet
witchery:poppet:10, Poppet Protection Poppet
witchery:poppet:11, Armor Protection Poppet
witchery:potion:0, Universal Antidote
witchery:coffin, Coffin
witchery:stew, Meaty Stew
witchery:stewraw, Raw Meaty Stew
witchery:mirror, Mirror
witchery:chalkritual, Ritual Chalk
witchery:chalkotherwhere, Otherwhere Chalk
witchery:chalkinfernal, Infernal Chalk
witchery:chalkheart, Golden Chalk
witchery:boline, Boline
witchery:arthana, Arthana
witchery:huntsmanspear, Spear of the Huntsman
witchery:handbow, Witch Hunter Pistol Crossbow
witchery:deathshand, Hand of Death
witchery:silversword, Silver Sword
witchery:canesword, Cane Sword
witchery:witchhand, Witches Hand
witchery:circletalisman:0, Circle Talisman
witchery:circletalisman:1, Circle Talisman (Small Ritual)
witchery:circletalisman:2, Circle Talisman (Small Otherwhere)
witchery:circletalisman:3, Circle Talisman (Small Infernal)
witchery:circletalisman:8, Circle Talisman (Medium Ritual)
witchery:circletalisman:16, Circle Talisman (Medium Otherwhere)
witchery:circletalisman:24, Circle Talisman (Medium Infernal)
witchery:circletalisman:64, Circle Talisman (Large Ritual)
witchery:circletalisman:128, Circle Talisman (Large Otherwhere)
witchery:circletalisman:192, Circle Talisman (Large Infernal)
witchery:mysticbranch, Mystic Branch
witchery:divinerwater, Water Diviner
witchery:divinerlava, Lava Diviner
witchery:polynesiacharm, Polynesia Charm
witchery:devilstonguecharm, Devils Tongue Charm
witchery:mutator, Mutating Sprig
witchery:louse:0, Parasytic Louse
witchery:brewbag, Brew Bag
witchery:spectralstone:0, Spectral Stone
witchery:spectralstone:17, Spectral Stone
witchery:spectralstone:18, Spectral Stone
witchery:spectralstone:19, Spectral Stone
witchery:shelfcompass, Poppet Shelf Compass
witchery:kobolditepickaxe, Koboldite Pickaxe
witchery:dupstaff, Staff of Duplication
witchery:brewbottle:0, Brew
witchery:brew.fuel:0, Brew of Combustion
witchery:brew.water, Brew of Endless Water
witchery:bookbiomes2, Book of Biomes (Extended Edition)
witchery:biomenote:0, Biome Beach
witchery:cauldronbook:0, Witches' Brews
witchery:leonardsurn:0, Leonard's Urn
witchery:leonardsurn:1, Leonard's Urn
witchery:leonardsurn:2, Leonard's Urn
witchery:leonardsurn:3, Leonard's Urn
witchery:playercompass, Player Compass
witchery:mooncharm, Moon Charm
witchery:hornofthehunt, Horn of the Hunt
witchery:wolftoken, Creative Bat/Wolf Token
witchery:glassgoblet:0, Glass Goblet
witchery:sungrenade, Sun Grenade
witchery:vampirebook:0, Observations of an Immortal
witchery:vampirebook:9, Observations of an Immortal
witchery:dupgrenade, Duplication Grenade
witchery:witchhat, Witches' Hat
witchery:babashat, Baba Yaga's Hat
witchery:witchrobe, Witches Robes
witchery:necromancerrobe, Necromancer Robes
witchery:bitingbelt, Biting Belt
witchery:barkbelt, Bark Belt
witchery:iceslippers, Icy Slippers
witchery:rubyslippers, Ruby Slippers
witchery:seepingshoes, Seeping Shoes
witchery:hunterhat, Witch Hunter Hat
witchery:huntercoat, Witch Hunter Coat
witchery:hunterlegs, Witch Hunter Trousers
witchery:hunterboots, Witch Hunter Boots
witchery:hunterhatsilvered, Witch Hunter Hat (Silvered)
witchery:huntercoatsilvered, Witch Hunter Coat (Silvered)
witchery:hunterlegssilvered, Witch Hunter Trousers (Silvered)
witchery:hunterbootssilvered, Witch Hunter Boots (Silvered)
witchery:hunterhatgarlicked, Witch Hunter Dawn Hat
witchery:huntercoatgarlicked, Witch Hunter Dawn Coat
witchery:hunterlegsgarlicked, Witch Hunter Dawn Trousers
witchery:hunterbootsgarlicked, Witch Hunter Dawn Boots
witchery:deathscowl, Death's Hood
witchery:deathsrobe, Death's Robe
witchery:deathsfeet, Death's Footwear
witchery:quiverofmog, Mog's Quiver
witchery:gurdleofgulg, Gulg's Gurdle
witchery:kobolditehelm, Twisting Band
witchery:earmuffs, Earmuffs
witchery:vampirehat, Vampire Top Hat
witchery:vampirehelmet, Vampire Helmet
witchery:vampirecoat, Vampire Dress Coat
witchery:vampirecoat_female, Vampire Dress Jacket (Ladies)
witchery:vampirechaincoat, Vampire Chain Coat
witchery:vampirechaincoat_female, Vampire Chain Coat (Ladies)
witchery:vampirelegs, Vampire Trousers
witchery:vampirelegs_kilt, Vampire Skirted Trousers
witchery:vampireboots, Vampire Oxford Boots
witchery:seedsbelladonna, Belladonna Seeds
witchery:seedsmandrake, Mandrake Seeds
witchery:seedsartichoke, Water Artichoke Seeds
witchery:seedssnowbell, Snowbell Seeds
witchery:seedswormwood, Wormwood Seeds
witchery:seedsmindrake, Minedrake Bulb
witchery:seedswolfsbane, Wolfsbane Seeds
witchery:garlic, Garlic
witchery:bucketspirit, Spirit Bucket
witchery:buckethollowtears, Hollow Tears Bucket
witchery:bucketbrew, item.witchery:bucketbrew.name
IguanaTweaksTConstruct:rubberChicken, item.iguana.tcon.rubberChicken.name
IguanaTweaksTConstruct:skullItem:0, Enderman Head
IguanaTweaksTConstruct:skullItem:1, Pigman Head
IguanaTweaksTConstruct:skullItem:2, Blaze Head
IguanaTweaksTConstruct:wearableBucket, item.iguana.tcon.wearable.name
IguanaTweaksTConstruct:clayBucketUnfired, Unfired Clay Bucket
IguanaTweaksTConstruct:clayBucketFired, Fired Clay Bucket
IguanaTweaksTConstruct:clayBucketWater, Water Clay Bucket
IguanaTweaksTConstruct:clayBucketLava, Lava Clay Bucket
IguanaTweaksTConstruct:clayBucketMilk, Milk Clay Bucket
IguanaTweaksTConstruct:clayBucketsTinkers:0, Molten Iron Clay Bucket
IguanaTweaksTConstruct:clayBucketsTinkers:1, Molten Gold Clay Bucket
IguanaTweaksTConstruct:clayBucketsTinkers:2, Molten Copper Clay Bucket
IguanaTweaksTConstruct:clayBucketsTinkers:3, Molten Tin Clay Bucket
IguanaTweaksTConstruct:clayBucketsTinkers:4, Molten Aluminum Clay Bucket
IguanaTweaksTConstruct:clayBucketsTinkers:5, Molten Cobalt Clay Bucket
IguanaTweaksTConstruct:clayBucketsTinkers:6, Molten Ardite Clay Bucket
IguanaTweaksTConstruct:clayBucketsTinkers:7, Molten Bronze Clay Bucket
IguanaTweaksTConstruct:clayBucketsTinkers:8, Molten Aluminum Brass Clay Bucket
IguanaTweaksTConstruct:clayBucketsTinkers:9, Molten Manyullyn Clay Bucket
IguanaTweaksTConstruct:clayBucketsTinkers:10, Molten Alumite Clay Bucket
IguanaTweaksTConstruct:clayBucketsTinkers:11, Molten Obsidian Clay Bucket
IguanaTweaksTConstruct:clayBucketsTinkers:12, Molten Steel Clay Bucket
IguanaTweaksTConstruct:clayBucketsTinkers:13, Molten Glass Clay Bucket
IguanaTweaksTConstruct:clayBucketsTinkers:14, Seared Stone Clay Bucket
IguanaTweaksTConstruct:clayBucketsTinkers:15, Liquified Emerald Clay Bucket
IguanaTweaksTConstruct:clayBucketsTinkers:16, Clay Bucket o' Blood
IguanaTweaksTConstruct:clayBucketsTinkers:17, Molten Nickel Clay Bucket
IguanaTweaksTConstruct:clayBucketsTinkers:18, Molten Lead Clay Bucket
IguanaTweaksTConstruct:clayBucketsTinkers:19, Molten Silver Clay Bucket
IguanaTweaksTConstruct:clayBucketsTinkers:20, Molten Shiny Clay Bucket
IguanaTweaksTConstruct:clayBucketsTinkers:21, Molten Invar Clay Bucket
IguanaTweaksTConstruct:clayBucketsTinkers:22, Molten Electrum Clay Bucket
IguanaTweaksTConstruct:clayBucketsTinkers:23, Liquified Ender Clay Bucket
